name,gender,english_name
خان بی‌بی,F,Khan Bibi
خان جان,F,Khan Jan
خان حسین,M,Khan Hossein
خان داداش,M,Khan Dadash
خان دردی,M,Khan Dardi
خان شیرین,F,Khan Shirin
خان علی,M,Khan Ali
خان عمو,M,Khan Amu
خان مراد,M,Khan Morad
خان میرزا,M,Khan Mirza
خان نظر,M,Khan Nazar
خان کیشی,M,Khan Kishi
خانباز,M,Khānbāz
خانجان,M,Khānjān
خانحسین,M,Khanhosein
خاندینی,M,Khandini
خانزاد,M,Khanzad
خانزاده,M,Khanzadeh
خانش,M,Khāneš
خانعلی,M,Khaneali
خانعلیث,M,Khanealiث
خانقلا,M,Khanqala
خانقلی,M,Khaneqli
خانقوله,M,Khaneqoleh
خانلار,M,Khanlar
خانلر,M,Khanlar
خانلو,M,Khanloo
خانلی,M,Khāneli
خانم,F,Khanom
خانم اغا,F,Khānom Āghā
خانم ایمان,F,Khanom Iman
خانم بالا,F,Khanom Bala
خانم بانو,F,Khānom Bānū
خانم بزرگ,F,Khanom Bozorg
خانم بس,F,Khanom Bas
خانم بهنام,F,Khanom Behnam
خانم بیوگ,F,Khanom Biog
خانم بی‌بی,F,Khanoom Bi Bi
خانم تاج,F,Khanom Taj
خانم جان,F,Khānom Jān
خانم خیر,F,Khānom Kheyr
خانم رقیه,F,Khānom Raqiyeh
خانم رنگینه,F,Khanom Rangineh
خانم زاده,F,Khanoom Zadeh
خانم زر,F,Khanom Zar
خانم سلطان,F,Khānom Soltān
خانم شمسی,F,Khanoom Shamsi
خانم طلا,F,Khanoom Tala
خانم طللا,F,Khanoom Talal
خانم فاطمه,F,Khanom Fatemeh
خانم فری,F,Khanom Fari
خانم قا,F,Khānom Qā
خانم قز,F,Khanom Ghaz
خانم قیز,F,Khanom Qiz
خانم لعیا,F,Khanoom Laya
خانم مشتی قان,F,Khānom Mushtī Qān
خانم مکرم,F,Khanom Mokarram
خانم ناز,F,Khanom Naz
خانم نسا,F,Khanom Nasa
خانم نساء,F,Khanom Nesa
خانم نساع,F,Khanom Nasaa
خانم ننه,F,Khānom Naneh
خانم نه نه,F,Khanom Na Na
خانم نوشین,F,Khanom Noshin
خانم کل,F,Khanom Kol
خانم کلثوم,F,Khanom Kolsoum
خانم گل,F,Khanom Gol
خانم گلی,F,Khanoom Goli
خانمتاج,F,Khanomtaj
خانمجان,F,Khanoomjan
خانمحمد,F,Khān Mohammad
خانمراد,F,Khānmorād
خانمزاده,F,Khānmazādeh
خانمطلا,F,Khānmotlā
خانمناز,F,Khanoomnaz
خانمگل,F,Khanoomgol
خانمی,F,Khānomi
خانمیر,F,Khanmir
خانه,F,khaneh
خانوم,F,Khanom
خانکشی,M,Khankashi
خانگلدی,M,Khangehldi
خانی,M,Khani
خاور,F,Khavar
خاور رضا,M,Khavar Reza
خاور سلطان,M,Khavar Soltan
خاوین,m,Khavin
خاژاک,M,Khajak
خاکی زاوی,M,Khaki Zavi
خاگم,M,khāgam
خبات,M,Khabat
خباد,M,Khabad
خباز,M,Khabaz
خباس,M,Khabas
خباط,M,Khabat
خبیب,M,Khabib
خبیر,M,Khabir
ختا,f,Khta
ختمی,F,Khatmi
ختن,f,Khatun
ختیمه,F,Khatimeh
ختیه,F,Khatyeh
خجت,M,Khojat
خجسته,F,Khodjasteh
خجسته لقا,f,Khojasteh Leqa
خجم قلی,M,Khajam Qoli
خجه,M,Khaje
خجوردی,M,Khojordi
خجیج,F,Khajij
خحت اله,M,Khatte Allah
خد یجه,F,Khodayejah
خدا بخش,M,Khoda Bakhsh
خدا بردی,M,Khoda Bardi
خدا بس,M,Khoda bas
خدا حسین,M,Khoda Hossein
خدا خواست,M,khodā khāst
خدا داد,M,Khoda Dad
خدا دوست,M,Khoda Doost
خدا رحم,M,Khoda Rahm
خدا رحیم,M,Khoda Rahim
خدا رضا,M,Khoda Reza
خدا شکر,M,khoda shokr
خدا شیرین,F,Khoda Shirin
خدا قلی,M,Khoda Qoli
خدا مرادی,M,Khoda Moradi
خدا نظر,M,Khoda Nazar
خدا وردی,M,Khoda Vardi
خدا ویردی,M,Khoda Virdi
خدا ویرند,M,Khoda Virand
خدا پرست,M,Khoda Parast
خدا کر م,M,Khoda Karam
خدا کرم,M,Khoda Karam
خدا کریم,M,Khoda Karim
خدا یار,M,Khodayar
خداآفرید,f,Khodaafarid
خدابت,M,Khodaabat
خدابخش,M,Khoda Bakhsh
خدابردی,M,Khodabardi
خدابس,M,Khodabas
خدابند,M,Khoda Band
خدابنده,M,Khodabandeh
خداحسین,M,Khoda Hossein
خداخواست,M,khodakhaast
خداخواه,M,Khoda-khah
خداد,M,Khoda
خدادا,M,Khodada
خداداد,M,Khoddad
خدادوست,M,Khoddadoust
خدارحم,M,Khoda Rahm
خدارحمی,M,Khodarahmi
خدارحیم,M,Khoda Rahim
خدارسان,M,Khodarasān
خدارضا,M,Khoda Rezā
خداسلیم,M,Khodasalim
خداشکر,M,Khoda shokr
خداطلب,m,Khodatlab
خدافراست,M,Khodafrast
خداقلی,M,Khodaqoli
خداقلیش,M,Khodaqolish
خدامدد,M,Khodaamadd
خدامراد,M,Khoda Morad
خدامعلی,M,Khodaali
خداموردی,M,Khodamordi
خدانظر,M,Khodanazar
خدانور,M,Khodanour
خداورد,M,Khodaavard
خداوردی,M,Khodaavardi
خداویردی,M,Khodaavirdi
خداویروی,M,Khodaavirou
خداویس,M,Khodaavis
خداپرست,M,Khoda Parast
خداکرم,M,Khodakaram
خداکریم,M,Khoda Karim
خدای بردی,M,Khoday Bardi
خدای رحم,M,Khoday-e Rahm
خدای نظر,M,Khoday Nazar
خدای وردی,M,Khoday Vardi
خدایاد,M,Khodayad
خدایار,M,Khodayar
خدایبردی,M,Khodayberdi
خدایردی,M,Khodayardi
خدایی,M,Khodaei
خدایی وردی,M,Khodaei Vardi
خدبات,M,Khodbat
خدبجه,F,Khodbajeh
خدر,M,Khadr
خدر قلی,M,Khadr Qoli
خدر محمد,M,Khadr Mohammad
خدر گلدی,M,Khadr Goldi
خدرعلی,M,Khadr Ali
خدرمحمد,M,Khadr Mohammad
خدمت,M,khidmat
خدمت الله,M,Khedmatollah
خدمت اله,M,Khedmatollah
خدمت علی,M,Khadmat Ali
خدمتعلی,M,Khadamatali
خدیجه,F,Khadijeh
خدیجه بانو,F,Khadijeh Banu
خدیجه بیگم,F,Khadijeh Bigam
خدیجه بی‌بی,F,Khadijeh Bi Bi
خدیجه خانم,F,Khadijeh Khanom
خدیجه سلطان,F,Khadijeh Soltan
خدیجه کبری,F,Khadijeh Kobra
خدیجه یبیگم,F,Khadijeh Yabigam
خدیجه‌ی,F,Khadijeh
خدیخه,F,Khadikhe
خدیو,m,Khadiyo
خدیوی,F,Khadivi
خدیچه,F,Khadijeh
خذر,M,Khazr
خذیجه,F,Khadeejeh
خر محمد,M,Khar Mohammad
خراد,m,Kharad
خراس,M,Kharas
خراسان,m,Khorasan
خراسانی,M,Khorasani
خرالی,M,Kharali
خرام,f,Kharam
خرامان,M,Kharaman
خرداد,m,Khordad
خردادبرزین,m,Khordadbarzin
خردادبه,m,Khordadbeh
خردمند,m,Khordmand
خرده,M,khorde
خرده خانم,M,Khorde Khanom
خرزاد,m,Kharsad
خرزانه,M,Kharzaneh
خرسند,M,Khersand
خرشا,f,Khorsha
خرشاد,f,Khorshad
خرشید,f,Khorshid
خرقالله,M,Khargalleh
خرم,M,Khorram
خرم بانو,f,Khoram Banu
خرم بهار,f,Khorram Bahar
خرم علی,M,Khorram Ali
خرم چهر,f,Khorram Chehr
خرم گل,f,Khorram Gol
خرمالی,M,Khormalī
خرمان,M,Khorman
خرمدخت,f,Khorramdokht
خرمدل,f,Khorramdol
خرمشاد,m,Khorramshad
خرمعلی,M,Khoramali
خرمن,f,Kharman
خرمناز,f,Khorramnaz
خرمه,f,Khormeh
خرند,M,Kharand
خرو,M,Kharu
خروس,M,Khorus
خروش,M,Khorush
خزاعل,M,Khozail
خزال,M,Khazal
خزاله,F,Khazaleh
خزان,f,Khazan
خزایی,M,Khazaei
خزر,M,Khazar
خزرالله,M,Khazarollah
خزران,M,Khazran
خزرعلی,M,Khazrali
خزعل,M,Khazaal
خزه,M,khaze
خزیان,M,Khaziyan
خسر و,M,Khasar
خسرو,M,Khosrow
خسرو الدین,M,Khosrow al-Din
خسرو خان,M,Khosrow Khan
خسرو پرویز,M,Khosrow Parviz
خسروان,M,Khosrovan
خسروداد,m,Khosrodad
خسروزاد,m,Khosrowzad
خسروشاد,m,Khosroshad
خسروپرویز,m,Khosrowparviz
خسریو,M,Khosryo
خسین,M,Khossein
خشاریا,M,Khasharia
خشاش,m,Khashash
خشاشه,m,Khashasheh
خشایار,M,Khashayar
خشایارشا,m,Khashayarsha
خشروزه,M,Khosrowzeh
خشن,M,Khashin
خشنواز,m,Khoshnavaz
خشنود,F,Khoshnood
خشک ناز,F,khoshk naz
خشیار,M,Khoshyar
خصرو,M,Khosrow
خضر,M,Khadr
خضر الله,M,Khazr Allah
خضر اله,M,Khazrollah
خضرا,f,Khodra
خضرالله,M,Khazrallah
خضراله,M,Khazralah
خضران,M,Khazran
خضرلله,M,Khazrollah
خضیر,M,Khazir
خطایی,M,Khatayi
خطیب,M,Khatib
خطیبه,M,Khatibe
خطیمه,M,Khatimeh
خعفر,M,Kha'far
خلات علی,M,Khalat Ali
خلاتعلی,M,Khalatali
خلال,M,khalaal
خلامرضا,M,Khalamreza
خلد,M,Khald
خلعت حسین,M,Khal'at Hossein
خلعتعلی,M,Khal'at Ali
خلف,M,Khalaf
خلق,M,khalaq
خلود,M,Kholoud
خلیفه,M,Khalifeh
خلیل,M,Khalil
خلیل احمد,M,Khalil Ahmad
خلیل الاه,M,Khalil Allah
خلیل الرحمان,M,Khalil al-Rahman
خلیل اله,M,Khalil Allah
خلیل عباس,M,Khalil Abbas
خلیل محمد,M,Khalil Mohammad
خلیل مراد,M,Khalil Morad
خلیل هلله,M,Khalil Halla
خلیل پاشا,M,Khalil Pasha
خلیله,F,Khalileh
خلیل‌الرحمن,M,Khalil ar-Rahman
خلیل‌الله,M,Khalil Allah
خمات,M,Khamat
خمار,M,Khamar
خمت,M,Khamat
خمر,M,Khmar
خمسعلی,M,Khomsali
خمید,M,Khamid
خمید رضا,M,Khamid Reza
خمیده,F,Khamideh
خمیرا,F,Khamira
خمیس,M,Khamis
خمیسه,F,Khamiseh
خنا,F,Khna
خنانه,F,Khananeh
خناو,F,Khanav
خناوه,F,Khanaveh
خنجست,m,Khanjast
خندان,F,Khandan
خندان چهر,f,Khandan Chehr
خندان گل,f,Khandan Gol
خنعلی,M,Khanali
خنقلی,M,Khanqali
خنم ننه,F,Khanom Naneh
خه بات,M,Khebat
خو,M,Kho
خواتون,F,Khaatoon
خواجه اباصلت,M,Khajeh Abasalat
خواجه اراز,M,Khajeh Araaz
خواجه عظیم,M,Khajeh Azim
خواجه علی,M,Khajeh Ali
خواجه قلیچ,M,Khaje Gholich
خواجه محمد,M,Khajeh Mohammad
خواجه نعمان,M,Khajeh Na'man
خواجه نفس,M,Khaje Nafas
خواجهنفیس,M,Khajehnafis
خوار,M,Khar
خوارزم,M,Khwarezm
خوان,M,Khan
خوبانه,M,Khobaneh
خوبرخ,f,Khobrak
خوبروی,f,Khobruyi
خوبعلی,M,Khobali
خوبه,M,khube
خوبیار,M,Khobyar
خوب‌چهر,f,khob chehr
خوب‌چهره,M,khob chehre
خوتکا,f,Khotka
خوجم,M,Khojam
خوجم بردی,M,Khojam Bardi
خوجه,M,Khojeh
خوجه احمد,M,Khojeh Ahmad
خوجه بردی,M,Khojeh Bardi
خوجه بی‌بی,F,Khojeh Bi Bi
خوجه دردی,M,Khojeh Dardi
خوجه دوردی,M,Khojeh Doordi
خوجه قلی,M,Khojeh Qoli
خوجه قلیچ,M,Khojeh Gholich
خوجه محمد,M,Khoje Mohammad
خوجه مراد,M,Khoje Morad
خوجه نظر,M,Khojeh Nazar
خوجه نیاز,M,Khojeh Niaz
خوجه گلدی,M,Khoje Goldi
خوحه بزدی,M,Khuhe Bazdi
خوردخت,f,khordakht
خورده خانم,F,Khorde Khanom
خوردیس,f,Khordis
خورزاد,f,Khorzad
خورسان,f,Khorsan
خورسند,m,Khorsand
خورشاد,f,Khorshad
خورشید,F,Khorshid
خورشید چهر,f,Khorshid Chehr
خورشیدبانو,f,Khorshidbanu
خورشیددخت,f,Khorshiddokht
خورشیدرخ,f,Khorshidrokh
خورشیدفر,f,Khorshidfar
خورشیدمهر,f,Khorshidmehr
خورشیدکلاه,f,Khorshidkolah
خورنیا,F,Khornia
خوروش,f,Khorash
خوروش,f,Khorvash
خورگلدی,M,Khorgoldi
خوریه,F,Khoriyeh
خوزان,m,Khuzan
خوش حالدین,F,Khosh Halidin
خوش روان,F,Khosh Ravan
خوش روز,M,Khosh Rooz
خوش سا عت,M,Khosh Sa'at
خوش ساعت,M,Khosh Sa'at
خوش لقا,f,Khosh Leqa
خوش مقدم,F,Khosh Mqadam
خوش ناز,F,Khosh Naz
خوش نشان,F,khosh neshan
خوش نظر,F,Khosh Nazar
خوش نواز,m,Khoshnavaz
خوش گلدی,F,Khosh Goldi
خوشاب,f,Khoshab
خوشبخت,F,khoshbakht
خوشبوی,f,Khoshbooy
خوشخو,f,Khoshkhou
خوشخوان,M,Khoshkhān
خوشدل,F,Khoshdel
خوشدم,F,Khoshdam
خوشروان,F,Khoshrovan
خوشروز,F,Khoshruz
خوشروز خانم,F,Khoshruz Khanom
خوشروی,f,Khoshruyi
خوشقدم,F,Khoshghadam
خوشنام,F,Khoshnam
خوشناو,F,Khoshnav
خوشنوا,f,Khoshnava
خوشنود,F,Khoshnood
خوشه,F,Khoshe
خوشچهر,f,Khoshchehr
خوشگام,F,Khoshgam
خوشگو,f,Khoshgu
خوشید,F,Khoshid
خوشین,f,Khoshin
خوش‌بخت,F,khosh bakht
خوش‌رو,F,Khosh Roo
خوش‌قدم,F,Khosh Ghadam
خوش‌منش,m,Khosh Manesh
خوناس,m,Khunas
خونیرث,m,Khunireth
خویبار,F,Khvaybar
خیاط,M,Khayyat
خیاطه,F,Khayyateh
خیال,F,khiyāl
خیام,M,Khayyam
خیبر,M,Khaybar
خیبر علی,M,Khaybar Ali
خیبرعلی,M,Khaybar Ali
خیجه,F,Khayjeh
خیدان,M,Kheydan
خیر ا لا,M,Kheyr alá
خیر الدین,M,Khayr al-Din
خیر الله,M,Kheyrollah
خیر النسا,F,Kheyr al-nasā
خیر النساء,F,Kheyr al-nisā
خیر النسای,F,Khayr al-nisā'
خیر النصا,F,Khayr al-nasa
خیر اله,M,Kheyrollah
خیر انساء,F,Kheyr Ansa'
خیر بی‌بی,F,Kheyr Bi Bi
خیر علی,M,Kheyr Ali
خیر محمد,M,Kheir Mohammad
خیر نسا,F,Kheir Nasa
خیر نساء,F,Kheyr Nesa
خیر نسار,F,Kheyr Nasar
خیر گرد,M,Kheyr Gard
خیرا لله,M,Kheiralollah
خیرا لنسا,F,Khayra Lensa
خیراداد,M,Khayradad
خیرال,M,Kheyral
خیرالاه,M,Kheyrollah
خیرالدین,M,Kheyr al-Din
خیرالله,M,Kheyrollah
خیرالله,m,Kheirallah
خیرالنسا,F,Kheyrolnasa
خیرالنساء,F,Kheyralnisa
خیرالنسای,F,Khayr al-nisā
خیرالنیسا,F,Kheyralnisa
خیراله,M,Kheyrollah
خیراله,M,Kheirallah
خیران,F,Kheyran
خیراندیش,m,Kheyrandish
خیرانسا,F,Kheyransa
خیرانساء,F,Kheyransa
خیرانسای,F,Kheyransay
خیربای,F,Kheyrbāy
خیربه,F,Khayrebah
خیربی بی,F,Khayrabi Bi
خیرت,M,Khayrat
خیرتسا,M,Khayratsā
خیرعلی,M,Kheyrali
خیرمحمد,M,Kheirmohammad
خیرمراد,M,Khayr Morad
خیرنسا,F,Kheyrnasa
خیرنساء,F,Kheyrnasā
خیره,M,Khireh
خیری,F,Kheiri
خیری بیگم,F,Kheiri Bigom
خیریه,F,Kheiriyeh
خیریه بگام,F,Kheyriyeh Begam
خیزران,F,Khizran
خیضران,F,Kheydaran
خیلیل,M,Khaylil
د ا و د,M,Davood
د ا ود,M,Dāvud
د اریوش,M,D Aryush
د صدیقه,F,do Sadiqe
د لارام,F,d Laram
د محمد,M,do Mohammad
دا ر یو ش,M,Daryush
دا وود,M,Davood
دا پلا,M,da pala
داتام,m,Dātām
داتان,m,Datan
داته,m,Dāteh
داتیس,m,Datis
داد,M,Dad
داد خدا,M,Dad Khoda
داد رحمن,M,Dad Rahman
داد عباس,M,Dad Abbas
داد علی,M,Dad Ali
داد محمد,M,Dad Mohammad
دادآفرید,f,Dadafarid
دادآفرین,f,Dadāfarin
داداخدا,M,Dadakhoda
دادار,m,Dadar
داداش,M,dadash
داداش علی,M,Dadash Ali
داداشعلی,M,Dadash Ali
داداشقلی,M,Dadashgholi
داداشی,M,Dadashi
دادالله,M,Dadollah
داداله,M,Dadallah
دادبان,m,Dadban
دادبرزین,m,Dadbarzin
دادبه,m,Dadbeh
دادجو,m,Dadjoo
دادخدا,M,Dadkhoda
دادخواه,M,dadkhah
دادد,M,Dād
دادرس,M,Dadras
دادستان,M,dadsetan
دادشاه,M,Dadshah
دادعباس,M,Dadabbas
دادعلی,M,Dadali
دادفر,M,Dadfar
دادفرخ,m,Dadfarokh
دادفروز,m,Dadforuz
دادلی,f,Dadli
دادمحمد,M,Dad Mohammad
دادمراد,M,Dadmorad
دادمهر,m,Dadmehr
دادمولا,M,Dadmola
دادنام,m,Dadnam
داده,M,dadeh
دادهرمز,m,Dādhermoz
دادو,M,Dado
دادود,M,Dadud
دادور,m,Dadvār
دادوود,M,Dadoud
دادویه,m,Dadviyeh
دادپویه,m,Dadpuyeh
دادکار,m,Dadkar
دادکریم,M,Dadkarim
دادگر,m,Dadgar
دادی,M,Dadi
دادیار,M,Dadyar
دار بلوط,M,Dar Baloot
دار یوش,M,Dār Yush
دارا,M,Dara
داراب,M,Darab
داران,M,Daran
دارانا,f,Darana
دارس,M,Dars
دارمان,m,Darman
دارنوش,m,Darnush
دارود,M,Darood
داروش,M,Darush
دارویوش,M,Darviyush
داریا,F,Darya
داریاو,m,Daryav
دارینا,f,Darina
دارینه,f,Darineh
دارینوش,m,Darinush
داریو,m,Daryo
داریوش,M,Dariush
داریون,M,Daryun
داشاب,m,Dāshāb
داشاد,m,Dāshād
داشقلی,M,Dashgholi
داشی,M,Dashi
دالیا,M,Dalia
داماد,M,Damad
داماسپیا,f,Damaspiya
دامان,M,Daman
دامور,m,Damoor
دامون,M,Damon
دامین,M,Damin
دامینه,f,Damineh
دان,m,Dan
دان انار,F,Dan Anar
دان ایل,F,Dan Il
دانا,M,Dāna
دانبال,M,Danbal
دانش,M,Danesh
دانشمند,M,daneshmand
دانشور,M,Daneshvar
دانقطار,M,Danqatar
داننده,M,Danandeh
دانه,f,Dāneh
دانو,m,Dano
دانوش,M,Danush
دانژه,f,Danjeh
دانگ آتار,M,Dang Atar
دانیا,f,Danya
دانیا ل,M,Danya L
دانیار,M,Daniyar
دانیال,M,Danyal
دانیس,M,Danis
دانیل,M,Daniel
داو,M,Dav
داو د,M,Davood
داواد,M,Davood
داود,M,Davood
داود رضا,M,Davood Reza
داود شاه,M,Davood Shah
داود علی,M,Davood Ali
داود مراد,M,Davood Morad
داودبخش,M,Davoodbakhsh
داودرضا,M,Davoodreza
داودعلی,M,Davud Ali
داودمراد,M,Davood Morad
داور,M,Davar
داور خواه,M,Davar Khah
داور علی,M,Davar Ali
داورا,m,Davara
داوه,M,Dāveh
داوود,M,Davood
داوود علی,M,Davood Ali
داوود مراد,M,Davood Morad
داوودمراد,M,Davood Morad
داوید,M,David
داژو,m,Dazhu
دایار,M,Dayar
دایان,M,Dayan
دایانا,F,Dayana
دایانج,M,Dayanj
دایانچ,M,Dayanch
دبهزاد,M,Dabhezad
دجله,F,Dajleh
دحیم,M,Dahim
دخت,F,Dokht
دخت مهر,f,Dokht-e Mehr
دختر,F,dokhtar
دختر بس,F,dokhtar bas
دختربس,F,dokhtarbass
دخمل,f,Dokhmal
دخیل,M,Dakhil
دخیل الله,M,Dakhil Allah
دخیل عباس,M,Dakhil Abbas
دخیلاله,M,Dakhilaleh
دده ناز,F,Dadeh Naz
در بی‌بی,F,dar bi bi
در سلطان,F,dar Soltan
در محمد,M,Dar Mohammad
درا,F,Dara
دراج,f,Daraj
دراس,M,Doras
درافشان,f,Dorafshan
دران,M,Daran
درایوش,M,Darayush
دربان,M,darbān
دربانو,f,Darbanu
دربها,f,Darbaah
دربی بی,F,Darbibi
درتا,f,Darta
درخاتون,F,Darakhatoon
درخشا,f,Darakhsha
درخشان,F,derakhshan
درخشنده,F,darakhshandeh
درخشی,F,Derakhshi
دردانه,F,Dardaneh
دردانه,f,Dordaneh
دردی,F,Dardi
دردی قلی,M,Dardi Qoli
دردی قلیچ,M,Dardi Qolich
دردی محمد,M,Dardi Mohammad
دردی مراد,M,Dardi Morad
دردی گل,F,Dardi Gol
درسا,F,Dorsa
درستی,f,Dorosti
درشته,M,darashte
درفام,f,Darfam
درفشان,f,Darafshan
درمان,f,darman
درمانه,M,Darmaneh
درمحمد,M,Dar Mohammad
درملک,M,Darmalak
درمنه,f,Darmaneh
درنا,f,Dorna
درنا,F,Dorna
درناز,F,Darnaz
درنال,F,Darnal
درنه,F,Darne
دره,M,darreh
دروار,f,Darvar
دروش,M,Darush
درویش,M,Darvish
درویش بگ,M,Darvish Beg
درویش عباس,M,Darvish Abbas
درویش علی,M,Darvish Ali
درویش محمد,M,Darvish Mohammad
درویشعلی,M,Darvishali
درچال,M,Darchal
درچک,M,Darchak
درگاه,M,Dargah
درگل,F,Dargol
دری,f,Dorri
دری,F,Dari
دریا,F,Darya
دریا قلی,M,Darya Qoli
دریادخت,f,Daryadokht
دریاقلی,M,Daryaqoli
دریاناز,f,Daryanaz
دریتا,f,Darita
دریز,m,Dariz
دریم,f,Darim
درین,M,Darin
دست علی,M,Dast Ali
دست گل,M,dast gol
دستان,m,Dastan
دستنبو,f,Dastanbu
دسته گل,F,daste gol
دسته گیر,M,dastegir
دستگیر,M,Dastgir
دستگیرعلی,M,Dastgīr Ali
دسم,m,Dasam
دسول,M,Dasool
دسیم,M,Dasim
دشاد,M,Doshad
دشتی,M,Dashti
دشمه,m,Doshmeh
دضا,M,Doza
دعلی اصغر,M,Da'li Asghar
دعنا,F,Da'na
دعوت,M,da'vat
دعیر,M,Dahir
دغدو,f,Doghdo
دفیل,M,Dafil
دل آراء,F,Del Araa
دل آرام,f,Del Aram
دل آسا,f,Del Asa
دل آویز,f,Del Aviz
دل ارام,F,del aram
دل بهار,f,Del Bahar
دل مراد,M,Del Morad
دل نیا,F,Del Nia
دلارا,F,Delara
دلارام,F,Dolaram
دلارم,F,Dolaram
دلال,M,Dallal
دلاور,M,Delavar
دلاور شریف,M,Delavar Sharif
دلاویز,M,Delaviz
دلایت,M,Delayat
دلبان,f,Delban
دلبر,F,Delbar
دلبراحمد,M,Delbar Ahmad
دلجان,M,Deljan
دلجو,f,Deljoo
دلخواه,M,Delkhah
دلخوش,f,Delkhosh
دلدار,F,Deldar
دلربا,F,Delroba
دلربای,f,Delrabāy
دلریوش,M,Delriyush
دلزار,F,Delzar
دلستان,f,Delestan
دلسوز,F,delsouz
دلشاد,F,Delshad
دلشاد خاتون,M,Delshad Khatoon
دلفا,M,Delfa
دلفان علی,M,Delfan Ali
دلفروز,f,Delfruz
دلقان علی,M,Dalqan Ali
دلمراد,M,Delmorad
دلمراز,M,Delmaraz
دلمیا,M,Delmiya
دلناز,M,Delnaz
دلنواز,f,Delnavaz
دلنوش,f,Delnoosh
دلنیا,M,Delniya
دلنیال,M,Delnyal
دلها,F,delha
دلوار,f,Delvar
دلوسه,f,Deluseh
دلوش,F,Delush
دلووان,f,Delavan
دلپذیر,f,Delpazir
دلپرور,f,Delparvar
دلپسند,f,Delpasand
دلکس,M,Delaks
دلکش,M,Delkash
دلکو,M,Delko
دلگرم,f,Delgarm
دلگشا,f,Delgosha
دلگون,f,Delgoon
دلیار,f,Delyar
دلیب,M,Dalib
دلیر,M,Dalir
دلیقان,M,Deliqan
دلیل,M,dalil
دلیله,F,Dalileh
دلینا,F,Delina
دل‌آرا,F,Del Ara
دل‌آشوب,f,Del Ashub
دل‌افروز,F,Delafruz
دل‌انگیز,f,Delangiz
دماوند,m,Damavand
دمساز,f,Damsaz
دمن,f,Daman
دمور,m,Damoor
دنا,F,Dena
دنبره,f,Danbareh
دندان,M,Dandan
دندن آی,M,Dandan آی
دنیا,F,donya
دنیا نوش,F,Donyā Nush
دنیا گزل,F,Donyā Gazal
دنیامعلی,M,Donyamali
دنیز,F,Danyz
دنیس,F,Denis
ده ده کشی,F,da da kashi
دها,m,Daha
دهباشی,m,Dehbashi
دهخدا,m,Dehkhoda
دهدار,M,Dahdar
دهس,M,Dahs
دهقان,M,Dehqan
دهلول,M,Dehlol
دهما,f,Dahma
دهناد,m,Dahanad
دهنز,M,Dahanz
دهیار,M,Dahyār
دهین,M,Dahin
دهیه,M,Dahiyeh
دوا خان,M,Dava Khan
دواود,M,Davood
دور سلطان خانم,F,Dor Soltan Khanom
دور محمد,M,Dour Mohammad
دوردی,M,Dordi
دوردی بیکه,F,Dordi Bika
دورسلطان خانم,F,Dorsoltan Khanom
دورسن تقان,F,Doresan Taghan
دورسین,f,Doresin
دورسین بی‌بی,F,Doresin Bi Bi
دورنا,F,Dorna
دورودی محمد,M,Doroudi Mohammad
